Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request hour,Trip duration (mins)
70,City,80,Trip Completed,2016-07-11 04:34:00,2016-07-11 05:30:00,4,56
256,Airport,80,Trip Completed,2016-07-11 06:44:00,2016-07-11 07:38:00,6,54
702,Airport,80,Trip Completed,2016-07-11 14:07:00,2016-07-11 14:50:00,14,43
769,Airport,80,Trip Completed,2016-07-11 16:21:00,2016-07-11 17:25:00,16,64
1277,City,80,Trip Completed,2016-07-11 22:04:00,2016-07-11 22:35:00,22,31
2062,Airport,80,Trip Completed,2016-07-12 15:00:00,2016-07-12 15:54:00,15,54
2399,Airport,80,Trip Completed,2016-07-12 19:51:00,2016-07-12 20:35:00,19,44
2645,Airport,80,Trip Completed,2016-07-12 22:46:00,2016-07-12 23:22:00,22,36
3468,City,80,Trip Completed,2016-07-13 17:08:17,2016-07-13 17:46:15,17,37.9666666666667
3826,Airport,80,Trip Completed,2016-07-13 21:16:30,2016-07-13 21:51:36,21,35.1
5384,Airport,80,Trip Completed,2016-07-14 00:03:40,2016-07-14 01:03:59,0,60.3166666666667
6460,City,80,Trip Completed,2016-07-15 20:09:35,2016-07-15 20:52:51,20,43.2666666666667
269,City,81,Trip Completed,2016-07-11 06:44:00,2016-07-11 07:43:00,6,59
336,Airport,81,Trip Completed,2016-07-11 07:50:00,2016-07-11 08:44:00,7,54
1241,Airport,81,Trip Completed,2016-07-11 21:38:00,2016-07-11 22:42:00,21,64
1651,Airport,81,Trip Completed,2016-07-12 07:21:00,2016-07-12 07:59:00,7,38
1963,City,81,Trip Completed,2016-07-12 11:58:00,2016-07-12 13:01:00,11,63
2368,City,81,Trip Completed,2016-07-12 19:32:00,2016-07-12 20:23:00,19,51
3004,Airport,81,Trip Completed,2016-07-13 07:17:33,2016-07-13 08:26:41,7,69.1333333333333
3310,City,81,Trip Completed,2016-07-13 11:55:29,2016-07-13 12:57:04,11,61.5833333333333
3391,City,81,Trip Completed,2016-07-13 14:34:59,2016-07-13 15:50:57,14,75.9666666666667
4194,Airport,81,Trip Completed,2016-07-14 05:27:03,2016-07-14 06:13:22,5,46.3166666666667
5728,City,81,Trip Completed,2016-07-15 07:42:06,2016-07-15 08:45:07,7,63.0166666666667
6091,City,81,Trip Completed,2016-07-15 14:37:20,2016-07-15 15:17:05,14,39.75
6748,Airport,81,Trip Completed,2016-07-15 23:45:24,2016-07-16 00:51:38,23,66.2333333333333
286,City,82,Trip Completed,2016-07-11 06:58:00,2016-07-11 07:54:00,6,56
547,Airport,82,Trip Completed,2016-07-11 10:01:00,2016-07-11 10:47:00,10,46
574,City,82,Trip Completed,2016-07-11 10:58:00,2016-07-11 11:39:00,10,41
936,Airport,82,Trip Completed,2016-07-11 18:28:00,2016-07-11 19:25:00,18,57
1514,Airport,82,Trip Completed,2016-07-12 05:41:00,2016-07-12 06:18:00,5,37
1656,City,82,Trip Completed,2016-07-12 07:26:00,2016-07-12 08:35:00,7,69
2405,Airport,82,Trip Completed,2016-07-12 20:01:00,2016-07-12 20:53:00,20,52
3372,Airport,82,Trip Completed,2016-07-13 14:03:18,2016-07-13 14:37:56,14,34.6333333333333
4215,Airport,82,Trip Completed,2016-07-14 05:40:49,2016-07-14 06:38:45,5,57.9333333333333
6486,City,82,Trip Completed,2016-07-15 20:26:16,2016-07-15 21:08:34,20,42.3
520,City,83,Trip Completed,2016-07-11 09:47:00,2016-07-11 10:43:00,9,56
1285,City,83,Trip Completed,2016-07-11 22:13:00,2016-07-11 23:17:00,22,64
3394,City,83,Trip Completed,2016-07-13 14:51:48,2016-07-13 15:32:12,14,40.4
3520,City,83,Trip Completed,2016-07-13 17:43:14,2016-07-13 18:36:58,17,53.7333333333333
4998,City,83,Trip Completed,2016-07-14 18:52:48,2016-07-14 20:04:07,18,71.3166666666667
5377,City,83,Trip Completed,2016-07-14 23:42:02,2016-07-15 00:39:38,23,57.6
5759,City,83,Trip Completed,2016-07-15 08:16:35,2016-07-15 08:54:41,8,38.1
422,City,84,Trip Completed,2016-07-11 08:42:00,2016-07-11 09:56:00,8,74
578,Airport,84,Trip Completed,2016-07-11 11:03:00,2016-07-11 11:53:00,11,50
3035,City,84,Trip Completed,2016-07-13 07:31:14,2016-07-13 08:47:40,7,76.4333333333333
3728,Airport,84,Trip Completed,2016-07-13 20:03:07,2016-07-13 21:16:50,20,73.7166666666667
4097,City,84,Trip Completed,2016-07-14 03:15:23,2016-07-14 04:05:22,3,49.9833333333333
5184,City,84,Trip Completed,2016-07-14 20:42:24,2016-07-14 21:49:56,20,67.5333333333333
5404,City,84,Trip Completed,2016-07-15 01:12:58,2016-07-15 02:05:26,1,52.4666666666667
5525,Airport,84,Trip Completed,2016-07-15 05:18:23,2016-07-15 06:36:52,5,78.4833333333333
6392,Airport,84,Trip Completed,2016-07-15 19:24:23,2016-07-15 20:31:59,19,67.6
603,Airport,85,Trip Completed,2016-07-11 11:43:00,2016-07-11 12:56:00,11,73
1956,City,85,Trip Completed,2016-07-12 11:45:00,2016-07-12 12:32:00,11,47
2914,Airport,85,Trip Completed,2016-07-13 06:16:45,2016-07-13 06:51:33,6,34.8
3434,Airport,85,Trip Completed,2016-07-13 16:07:30,2016-07-13 16:48:47,16,41.2833333333333
3454,City,85,Trip Completed,2016-07-13 16:57:25,2016-07-13 18:07:08,16,69.7166666666667
3809,City,85,Trip Completed,2016-07-13 20:58:30,2016-07-13 21:43:20,20,44.8333333333333
3947,Airport,85,Trip Completed,2016-07-13 22:39:30,2016-07-13 23:15:31,22,36.0166666666667
4319,Airport,85,Trip Completed,2016-07-14 06:54:47,2016-07-14 08:09:53,6,75.1
4716,City,85,Trip Completed,2016-07-14 13:36:45,2016-07-14 14:08:52,13,32.1166666666667
5790,Airport,85,Trip Completed,2016-07-15 08:31:42,2016-07-15 09:40:10,8,68.4666666666667
6205,Airport,85,Trip Completed,2016-07-15 17:26:43,2016-07-15 18:38:55,17,72.2
6727,Airport,85,Trip Completed,2016-07-15 23:25:29,2016-07-16 00:19:56,23,54.45
51,City,86,Trip Completed,2016-07-11 03:34:00,2016-07-11 04:33:00,3,59
446,City,86,Trip Completed,2016-07-11 09:07:00,2016-07-11 10:08:00,9,61
1252,City,86,Trip Completed,2016-07-11 21:51:00,2016-07-11 22:58:00,21,67
1380,Airport,86,Trip Completed,2016-07-12 01:01:00,2016-07-12 02:15:00,1,74
1638,City,86,Trip Completed,2016-07-12 07:15:00,2016-07-12 07:50:00,7,35
2152,Airport,86,Trip Completed,2016-07-12 17:25:00,2016-07-12 17:55:00,17,30
3125,City,86,Trip Completed,2016-07-13 08:45:44,2016-07-13 09:19:27,8,33.7166666666667
3366,City,86,Trip Completed,2016-07-13 13:45:51,2016-07-13 14:34:41,13,48.8333333333333
4632,Airport,86,Trip Completed,2016-07-14 11:21:39,2016-07-14 12:20:11,11,58.5333333333333
5924,City,86,Trip Completed,2016-07-15 10:09:09,2016-07-15 10:47:56,10,38.7833333333333
6133,Airport,86,Trip Completed,2016-07-15 15:43:08,2016-07-15 16:15:26,15,32.3
6316,Airport,86,Trip Completed,2016-07-15 18:35:07,2016-07-15 19:07:32,18,32.4166666666667
6609,City,86,Trip Completed,2016-07-15 21:44:29,2016-07-15 22:55:40,21,71.1833333333333
246,Airport,87,Trip Completed,2016-07-11 06:35:00,2016-07-11 07:10:00,6,35
980,Airport,87,Trip Completed,2016-07-11 19:00:00,2016-07-11 20:15:00,19,75
1677,City,87,Trip Completed,2016-07-12 07:38:00,2016-07-12 08:16:00,7,38
4620,City,87,Trip Completed,2016-07-14 10:59:15,2016-07-14 12:14:06,10,74.85
4848,Airport,87,Trip Completed,2016-07-14 17:33:47,2016-07-14 18:16:00,17,42.2166666666667
5402,Airport,87,Trip Completed,2016-07-15 01:06:24,2016-07-15 01:48:20,1,41.9333333333333
5971,Airport,87,Trip Completed,2016-07-15 11:04:56,2016-07-15 11:47:41,11,42.75
6113,City,87,Trip Completed,2016-07-15 15:15:03,2016-07-15 16:22:39,15,67.6
6508,City,87,Trip Completed,2016-07-15 20:40:24,2016-07-15 21:39:52,20,59.4666666666667
746,Airport,88,Trip Completed,2016-07-11 15:47:00,2016-07-11 16:34:00,15,47
1488,Airport,88,Trip Completed,2016-07-12 05:31:00,2016-07-12 06:38:00,5,67
1838,City,88,Trip Completed,2016-07-12 09:40:00,2016-07-12 10:10:00,9,30
2839,Airport,88,Trip Completed,2016-07-13 05:20:59,2016-07-13 06:05:31,5,44.5333333333333
4391,City,88,Trip Completed,2016-07-14 07:52:04,2016-07-14 09:02:00,7,69.9333333333333
4701,City,88,Trip Completed,2016-07-14 13:09:42,2016-07-14 13:49:32,13,39.8333333333333
5171,Airport,88,Trip Completed,2016-07-14 20:29:51,2016-07-14 21:35:12,20,65.35
5962,City,88,Trip Completed,2016-07-15 10:48:38,2016-07-15 11:55:36,10,66.9666666666667
6118,City,88,Trip Completed,2016-07-15 15:17:12,2016-07-15 16:19:24,15,62.2
6450,City,88,Trip Completed,2016-07-15 20:01:09,2016-07-15 20:59:46,20,58.6166666666667
257,Airport,89,Trip Completed,2016-07-11 06:38:00,2016-07-11 07:50:00,6,72
708,Airport,89,Trip Completed,2016-07-11 14:16:00,2016-07-11 14:48:00,14,32
891,Airport,89,Trip Completed,2016-07-11 18:10:00,2016-07-11 19:14:00,18,64
1748,City,89,Trip Completed,2016-07-12 08:33:00,2016-07-12 09:14:00,8,41
2625,City,89,Trip Completed,2016-07-12 22:09:00,2016-07-12 23:18:00,22,69
3989,City,89,Trip Completed,2016-07-13 23:21:15,2016-07-14 00:31:11,23,69.9333333333333
5285,Airport,89,Trip Completed,2016-07-14 21:42:42,2016-07-14 22:12:28,21,29.7666666666667
6461,City,89,Trip Completed,2016-07-15 20:12:18,2016-07-15 21:12:20,20,60.0333333333333
1563,Airport,90,Trip Completed,2016-07-12 06:16:00,2016-07-12 07:32:00,6,76
2207,Airport,90,Trip Completed,2016-07-12 17:56:00,2016-07-12 19:14:00,17,78
2879,City,90,Trip Completed,2016-07-13 05:59:51,2016-07-13 06:50:15,5,50.4
3644,Airport,90,Trip Completed,2016-07-13 19:08:59,2016-07-13 19:54:48,19,45.8166666666667
3996,Airport,90,Trip Completed,2016-07-13 23:36:34,2016-07-14 00:35:55,23,59.35
4355,City,90,Trip Completed,2016-07-14 07:19:07,2016-07-14 07:59:34,7,40.45
4758,City,90,Trip Completed,2016-07-14 15:26:32,2016-07-14 16:07:31,15,40.9833333333333
6001,Airport,90,Trip Completed,2016-07-15 12:07:54,2016-07-15 13:18:10,12,70.2666666666667
1181,Airport,91,Trip Completed,2016-07-11 21:04:00,2016-07-11 22:06:00,21,62
1297,City,91,Trip Completed,2016-07-11 22:22:00,2016-07-11 23:03:00,22,41
1429,City,91,Trip Completed,2016-07-12 04:41:00,2016-07-12 05:22:00,4,41
2104,City,91,Trip Completed,2016-07-12 16:07:00,2016-07-12 17:04:00,16,57
2736,City,91,Trip Completed,2016-07-13 02:43:10,2016-07-13 03:54:57,2,71.7833333333333
3615,City,91,Trip Completed,2016-07-13 18:56:23,2016-07-13 19:43:28,18,47.0833333333333
4719,Airport,91,Trip Completed,2016-07-14 13:43:28,2016-07-14 14:46:06,13,62.6333333333333
4748,City,91,Trip Completed,2016-07-14 15:03:23,2016-07-14 16:22:04,15,78.6833333333333
870,City,92,Trip Completed,2016-07-11 17:57:00,2016-07-11 18:41:00,17,44
2124,Airport,92,Trip Completed,2016-07-12 16:53:00,2016-07-12 17:31:00,16,38
2457,Airport,92,Trip Completed,2016-07-12 20:31:00,2016-07-12 21:39:00,20,68
2621,City,92,Trip Completed,2016-07-12 22:05:00,2016-07-12 22:58:00,22,53
3168,City,92,Trip Completed,2016-07-13 09:12:04,2016-07-13 10:08:48,9,56.7333333333333
3285,Airport,92,Trip Completed,2016-07-13 10:59:12,2016-07-13 12:00:50,10,61.6333333333333
3315,City,92,Trip Completed,2016-07-13 12:09:28,2016-07-13 13:19:04,12,69.6
5585,City,92,Trip Completed,2016-07-15 05:58:43,2016-07-15 07:10:36,5,71.8833333333333
6235,City,92,Trip Completed,2016-07-15 17:47:05,2016-07-15 18:20:13,17,33.1333333333333
913,Airport,93,Trip Completed,2016-07-11 18:18:00,2016-07-11 19:15:00,18,57
1852,City,93,Trip Completed,2016-07-12 09:43:00,2016-07-12 10:58:00,9,75
3117,Airport,93,Trip Completed,2016-07-13 08:34:53,2016-07-13 09:07:49,8,32.9333333333333
3392,Airport,93,Trip Completed,2016-07-13 14:46:13,2016-07-13 15:17:16,14,31.05
4722,City,93,Trip Completed,2016-07-14 13:50:32,2016-07-14 14:59:32,13,69
692,Airport,94,Trip Completed,2016-07-11 13:49:00,2016-07-11 14:29:00,13,40
1351,Airport,94,Trip Completed,2016-07-11 23:44:00,2016-07-12 00:49:00,23,65
1800,City,94,Trip Completed,2016-07-12 09:09:00,2016-07-12 10:05:00,9,56
2434,City,94,Trip Completed,2016-07-12 20:16:00,2016-07-12 21:15:00,20,59
3212,City,94,Trip Completed,2016-07-13 09:48:28,2016-07-13 10:45:47,9,57.3166666666667
3340,City,94,Trip Completed,2016-07-13 12:45:18,2016-07-13 13:37:51,12,52.55
3598,Airport,94,Trip Completed,2016-07-13 18:38:49,2016-07-13 19:40:08,18,61.3166666666667
53,Airport,95,Trip Completed,2016-07-11 03:30:00,2016-07-11 04:22:00,3,52
3558,Airport,95,Trip Completed,2016-07-13 18:14:56,2016-07-13 18:51:03,18,36.1166666666667
4257,City,95,Trip Completed,2016-07-14 06:10:44,2016-07-14 07:08:09,6,57.4166666666667
4869,City,95,Trip Completed,2016-07-14 17:49:44,2016-07-14 18:20:32,17,30.8
5548,City,95,Trip Completed,2016-07-15 05:24:22,2016-07-15 06:06:40,5,42.3
5630,Airport,95,Trip Completed,2016-07-15 06:32:35,2016-07-15 07:14:40,6,42.0833333333333
6645,City,95,Trip Completed,2016-07-15 22:10:21,2016-07-15 23:00:45,22,50.4
156,Airport,96,Trip Completed,2016-07-11 05:35:00,2016-07-11 06:40:00,5,65
350,City,96,Trip Completed,2016-07-11 07:53:00,2016-07-11 08:40:00,7,47
976,Airport,96,Trip Completed,2016-07-11 18:54:00,2016-07-11 19:48:00,18,54
1344,City,96,Trip Completed,2016-07-11 23:35:00,2016-07-12 00:39:00,23,64
1524,City,96,Trip Completed,2016-07-12 05:50:00,2016-07-12 06:59:00,5,69
2143,Airport,96,Trip Completed,2016-07-12 17:15:00,2016-07-12 17:56:00,17,41
2353,City,96,Trip Completed,2016-07-12 19:31:00,2016-07-12 20:23:00,19,52
3028,Airport,96,Trip Completed,2016-07-13 07:28:45,2016-07-13 08:14:23,7,45.6333333333333
3913,Airport,96,Trip Completed,2016-07-13 22:14:24,2016-07-13 22:56:32,22,42.1333333333333
4274,City,96,Trip Completed,2016-07-14 06:18:59,2016-07-14 07:27:20,6,68.35
4673,City,96,Trip Completed,2016-07-14 12:35:29,2016-07-14 13:44:08,12,68.65
6198,Airport,96,Trip Completed,2016-07-15 17:23:01,2016-07-15 18:11:45,17,48.7333333333333
569,Airport,97,Trip Completed,2016-07-11 10:37:00,2016-07-11 11:44:00,10,67
1626,Airport,97,Trip Completed,2016-07-12 06:58:00,2016-07-12 07:49:00,6,51
3505,City,97,Trip Completed,2016-07-13 17:37:40,2016-07-13 18:22:34,17,44.9
3758,City,97,Trip Completed,2016-07-13 20:37:56,2016-07-13 21:16:23,20,38.45
4649,City,97,Trip Completed,2016-07-14 11:50:27,2016-07-14 12:44:54,11,54.45
4745,Airport,97,Trip Completed,2016-07-14 15:06:01,2016-07-14 16:05:37,15,59.6
5354,Airport,97,Trip Completed,2016-07-14 23:07:32,2016-07-15 00:01:32,23,54
5953,City,97,Trip Completed,2016-07-15 10:42:09,2016-07-15 11:38:44,10,56.5833333333333
6577,City,97,Trip Completed,2016-07-15 21:19:03,2016-07-15 21:48:54,21,29.85
1565,Airport,98,Trip Completed,2016-07-12 06:21:00,2016-07-12 07:32:00,6,71
1973,Airport,98,Trip Completed,2016-07-12 12:17:00,2016-07-12 12:47:00,12,30
2363,Airport,98,Trip Completed,2016-07-12 19:31:00,2016-07-12 20:32:00,19,61
2994,City,98,Trip Completed,2016-07-13 07:15:27,2016-07-13 08:12:48,7,57.35
3201,Airport,98,Trip Completed,2016-07-13 09:33:26,2016-07-13 10:17:39,9,44.2166666666667
3511,City,98,Trip Completed,2016-07-13 17:38:17,2016-07-13 18:54:39,17,76.3666666666667
3956,Airport,98,Trip Completed,2016-07-13 22:47:55,2016-07-13 23:41:58,22,54.05
4359,City,98,Trip Completed,2016-07-14 07:27:05,2016-07-14 08:03:57,7,36.8666666666667
4798,City,98,Trip Completed,2016-07-14 16:52:26,2016-07-14 17:39:23,16,46.95
5955,Airport,98,Trip Completed,2016-07-15 10:45:56,2016-07-15 11:48:25,10,62.4833333333333
6117,Airport,98,Trip Completed,2016-07-15 15:17:13,2016-07-15 16:06:54,15,49.6833333333333
6252,City,98,Trip Completed,2016-07-15 18:00:40,2016-07-15 18:46:03,18,45.3833333333333
101,Airport,99,Trip Completed,2016-07-11 05:08:00,2016-07-11 06:09:00,5,61
351,City,99,Trip Completed,2016-07-11 07:53:00,2016-07-11 08:55:00,7,62
871,City,99,Trip Completed,2016-07-11 17:57:00,2016-07-11 18:42:00,17,45
1330,Airport,99,Trip Completed,2016-07-11 23:11:00,2016-07-12 00:14:00,23,63
3227,Airport,99,Trip Completed,2016-07-13 09:52:49,2016-07-13 10:33:38,9,40.8166666666667
4921,City,99,Trip Completed,2016-07-14 18:14:26,2016-07-14 19:20:18,18,65.8666666666667
5373,City,99,Trip Completed,2016-07-14 23:42:23,2016-07-15 00:17:24,23,35.0166666666667
6612,Airport,99,Trip Completed,2016-07-15 21:49:41,2016-07-15 22:28:38,21,38.95
50,City,100,Trip Completed,2016-07-11 03:22:00,2016-07-11 03:57:00,3,35
102,Airport,100,Trip Completed,2016-07-11 05:01:00,2016-07-11 05:38:00,5,37
211,City,100,Trip Completed,2016-07-11 06:08:00,2016-07-11 06:47:00,6,39
510,City,100,Trip Completed,2016-07-11 09:40:00,2016-07-11 11:01:00,9,81
1548,Airport,100,Trip Completed,2016-07-12 06:10:00,2016-07-12 07:12:00,6,62
2208,City,100,Trip Completed,2016-07-12 17:59:00,2016-07-12 19:00:00,17,61
4030,City,100,Trip Completed,2016-07-14 00:13:43,2016-07-14 00:47:55,0,34.2
4370,City,100,Trip Completed,2016-07-14 07:36:53,2016-07-14 08:16:29,7,39.6
5834,Airport,100,Trip Completed,2016-07-15 08:54:03,2016-07-15 10:05:53,8,71.8333333333333
639,City,101,Trip Completed,2016-07-11 12:28:00,2016-07-11 12:56:00,12,28
1451,Airport,101,Trip Completed,2016-07-12 04:53:00,2016-07-12 05:40:00,4,47
2335,City,101,Trip Completed,2016-07-12 19:15:00,2016-07-12 20:02:00,19,47
2572,Airport,101,Trip Completed,2016-07-12 21:35:00,2016-07-12 22:42:00,21,67
3326,Airport,101,Trip Completed,2016-07-13 12:29:20,2016-07-13 13:09:40,12,40.3333333333333
3916,City,101,Trip Completed,2016-07-13 22:08:13,2016-07-13 23:22:35,22,74.3666666666667
4514,City,101,Trip Completed,2016-07-14 09:16:24,2016-07-14 10:16:38,9,60.2333333333333
6604,City,101,Trip Completed,2016-07-15 21:42:04,2016-07-15 22:19:18,21,37.2333333333333
373,Airport,102,Trip Completed,2016-07-11 08:09:00,2016-07-11 09:16:00,8,67
1338,Airport,102,Trip Completed,2016-07-11 23:23:00,2016-07-11 23:58:00,23,35
1830,City,102,Trip Completed,2016-07-12 09:33:00,2016-07-12 10:43:00,9,70
2274,City,102,Trip Completed,2016-07-12 18:33:00,2016-07-12 19:22:00,18,49
3224,Airport,102,Trip Completed,2016-07-13 09:52:22,2016-07-13 10:28:33,9,36.1833333333333
5321,City,102,Trip Completed,2016-07-14 22:09:50,2016-07-14 22:46:06,22,36.2666666666667
5520,City,102,Trip Completed,2016-07-15 05:17:46,2016-07-15 06:01:41,5,43.9166666666667
5842,City,102,Trip Completed,2016-07-15 09:04:30,2016-07-15 09:53:01,9,48.5166666666667
6429,Airport,102,Trip Completed,2016-07-15 19:49:10,2016-07-15 20:34:01,19,44.85
6704,Airport,102,Trip Completed,2016-07-15 22:58:01,2016-07-15 23:59:35,22,61.5666666666667
2057,Airport,103,Trip Completed,2016-07-12 15:02:00,2016-07-12 15:36:00,15,34
3723,Airport,103,Trip Completed,2016-07-13 20:03:45,2016-07-13 20:57:08,20,53.3833333333333
4492,City,103,Trip Completed,2016-07-14 09:01:49,2016-07-14 10:05:11,9,63.3666666666667
5153,Airport,103,Trip Completed,2016-07-14 20:29:19,2016-07-14 21:38:20,20,69.0166666666667
6531,City,103,Trip Completed,2016-07-15 20:49:25,2016-07-15 21:27:36,20,38.1833333333333
521,City,104,Trip Completed,2016-07-11 09:48:00,2016-07-11 10:55:00,9,67
1850,City,104,Trip Completed,2016-07-12 09:45:00,2016-07-12 10:20:00,9,35
2851,Airport,104,Trip Completed,2016-07-13 05:31:53,2016-07-13 06:39:33,5,67.6666666666667
5380,Airport,104,Trip Completed,2016-07-14 23:50:28,2016-07-15 00:39:55,23,49.45
5917,Airport,104,Trip Completed,2016-07-15 10:04:16,2016-07-15 10:54:15,10,49.9833333333333
148,Airport,105,Trip Completed,2016-07-11 05:36:00,2016-07-11 06:46:00,5,70
1113,City,105,Trip Completed,2016-07-11 20:18:00,2016-07-11 20:55:00,20,37
1758,Airport,105,Trip Completed,2016-07-12 08:44:00,2016-07-12 09:19:00,8,35
2395,Airport,105,Trip Completed,2016-07-12 19:55:00,2016-07-12 20:50:00,19,55
2708,Airport,105,Trip Completed,2016-07-13 01:22:32,2016-07-13 02:35:10,1,72.6333333333333
2995,City,105,Trip Completed,2016-07-13 07:07:32,2016-07-13 08:08:45,7,61.2166666666667
3993,City,105,Trip Completed,2016-07-13 23:31:47,2016-07-14 00:14:14,23,42.45
4724,City,105,Trip Completed,2016-07-14 13:52:36,2016-07-14 14:29:40,13,37.0666666666667
5144,Airport,105,Trip Completed,2016-07-14 20:21:02,2016-07-14 21:16:51,20,55.8166666666667
5572,City,105,Trip Completed,2016-07-15 05:46:37,2016-07-15 06:40:01,5,53.4
5740,Airport,105,Trip Completed,2016-07-15 07:50:35,2016-07-15 08:58:39,7,68.0666666666667
5938,City,105,Trip Completed,2016-07-15 10:16:24,2016-07-15 11:06:42,10,50.3
6299,City,105,Trip Completed,2016-07-15 18:25:54,2016-07-15 19:07:36,18,41.7
6695,Airport,105,Trip Completed,2016-07-15 22:45:03,2016-07-16 00:02:06,22,77.05
507,Airport,106,Trip Completed,2016-07-11 09:40:00,2016-07-11 10:38:00,9,58
1135,Airport,106,Trip Completed,2016-07-11 20:37:00,2016-07-11 21:29:00,20,52
1479,City,106,Trip Completed,2016-07-12 05:16:00,2016-07-12 05:58:00,5,42
3275,City,106,Trip Completed,2016-07-13 10:39:32,2016-07-13 11:39:21,10,59.8166666666667
4078,City,106,Trip Completed,2016-07-14 02:10:33,2016-07-14 03:05:32,2,54.9833333333333
4176,Airport,106,Trip Completed,2016-07-14 05:18:01,2016-07-14 06:01:38,5,43.6166666666667
4776,City,106,Trip Completed,2016-07-14 16:16:30,2016-07-14 17:31:10,16,74.6666666666667
4899,Airport,106,Trip Completed,2016-07-14 18:02:51,2016-07-14 19:01:55,18,59.0666666666667
35,City,107,Trip Completed,2016-07-11 02:36:00,2016-07-11 03:03:00,2,27
161,Airport,107,Trip Completed,2016-07-11 05:36:00,2016-07-11 06:10:00,5,34
831,Airport,107,Trip Completed,2016-07-11 17:30:00,2016-07-11 18:19:00,17,49
1080,Airport,107,Trip Completed,2016-07-11 19:59:00,2016-07-11 20:38:00,19,39
2496,City,107,Trip Completed,2016-07-12 20:53:00,2016-07-12 21:33:00,20,40
3141,City,107,Trip Completed,2016-07-13 08:58:47,2016-07-13 09:28:32,8,29.75
3297,City,107,Trip Completed,2016-07-13 11:37:32,2016-07-13 12:14:07,11,36.5833333333333
3602,Airport,107,Trip Completed,2016-07-13 18:40:02,2016-07-13 19:13:36,18,33.5666666666667
4150,City,107,Trip Completed,2016-07-14 04:51:03,2016-07-14 05:50:07,4,59.0666666666667
4361,City,107,Trip Completed,2016-07-14 07:29:29,2016-07-14 08:28:35,7,59.1
4642,City,107,Trip Completed,2016-07-14 11:44:26,2016-07-14 12:41:11,11,56.75
4752,City,107,Trip Completed,2016-07-14 15:19:35,2016-07-14 16:11:37,15,52.0333333333333
4849,City,107,Trip Completed,2016-07-14 17:39:27,2016-07-14 18:44:26,17,64.9833333333333
6199,City,107,Trip Completed,2016-07-15 17:25:23,2016-07-15 18:19:03,17,53.6666666666667
241,City,108,Trip Completed,2016-07-11 06:31:00,2016-07-11 07:17:00,6,46
1339,Airport,108,Trip Completed,2016-07-11 23:25:00,2016-07-12 00:32:00,23,67
1454,City,108,Trip Completed,2016-07-12 04:54:00,2016-07-12 06:07:00,4,73
4342,City,108,Trip Completed,2016-07-14 07:17:09,2016-07-14 08:15:45,7,58.6
6766,City,108,Trip Completed,2016-07-15 00:06:56,2016-07-15 01:10:34,0,63.6333333333333
6213,City,108,Trip Completed,2016-07-15 17:30:09,2016-07-15 18:32:51,17,62.7
41,City,109,Trip Completed,2016-07-11 02:47:00,2016-07-11 03:23:00,2,36
279,Airport,109,Trip Completed,2016-07-11 06:58:00,2016-07-11 07:47:00,6,49
952,City,109,Trip Completed,2016-07-11 18:39:00,2016-07-11 19:19:00,18,40
1200,Airport,109,Trip Completed,2016-07-11 21:13:00,2016-07-11 22:29:00,21,76
1775,City,109,Trip Completed,2016-07-12 08:57:00,2016-07-12 09:52:00,8,55
1953,Airport,109,Trip Completed,2016-07-12 11:38:00,2016-07-12 12:41:00,11,63
3270,City,109,Trip Completed,2016-07-13 10:28:01,2016-07-13 11:04:59,10,36.9666666666667
3497,Airport,109,Trip Completed,2016-07-13 17:32:20,2016-07-13 18:27:42,17,55.3666666666667
3897,Airport,109,Trip Completed,2016-07-13 22:00:50,2016-07-13 22:37:59,22,37.15
4601,City,109,Trip Completed,2016-07-14 10:13:30,2016-07-14 10:52:16,10,38.7666666666667
4621,Airport,109,Trip Completed,2016-07-14 11:02:21,2016-07-14 11:46:14,11,43.8833333333333
5061,City,109,Trip Completed,2016-07-14 19:29:16,2016-07-14 20:13:18,19,44.0333333333333
5359,City,109,Trip Completed,2016-07-14 23:21:57,2016-07-15 00:24:00,23,62.05
6179,Airport,109,Trip Completed,2016-07-15 16:53:17,2016-07-15 18:08:57,16,75.6666666666667
469,Airport,110,Trip Completed,2016-07-11 09:24:00,2016-07-11 10:04:00,9,40
914,City,110,Trip Completed,2016-07-11 18:17:00,2016-07-11 18:58:00,18,41
1386,Airport,110,Trip Completed,2016-07-12 01:30:00,2016-07-12 02:42:00,1,72
1935,City,110,Trip Completed,2016-07-12 11:16:00,2016-07-12 12:17:00,11,61
3243,Airport,110,Trip Completed,2016-07-13 10:03:58,2016-07-13 10:46:44,10,42.7666666666667
3449,City,110,Trip Completed,2016-07-13 16:52:29,2016-07-13 17:21:31,16,29.0333333333333
4500,City,110,Trip Completed,2016-07-14 09:04:43,2016-07-14 10:09:11,9,64.4666666666667
5328,Airport,110,Trip Completed,2016-07-14 22:10:37,2016-07-14 22:51:25,22,40.8
5576,City,110,Trip Completed,2016-07-15 05:53:20,2016-07-15 06:25:29,5,32.15
6112,Airport,110,Trip Completed,2016-07-15 15:06:46,2016-07-15 16:12:22,15,65.6
6438,Airport,110,Trip Completed,2016-07-15 19:54:08,2016-07-15 20:36:23,19,42.25
707,Airport,111,Trip Completed,2016-07-11 14:17:00,2016-07-11 14:55:00,14,38
